AltitudeVariation;VehicleSpeedInstantaneous;VehicleSpeedAverage;VehicleSpeedVariance;VehicleSpeedVariation;LongitudinalAcceleration;EngineLoad;EngineCoolantTemperature;ManifoldAbsolutePressure;EngineRPM;MassAirFlow;IntakeAirTemperature;VerticalAcceleration;FuelConsumptionAverage;roadSurface;traffic;drivingStyle
-1,5;61,92449951;84,72397341;615,8404393;1,80144119;7,1381;69,41176605;81;184;2738;35,66999817;16;17,3172;9,302297592;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-1,2000122;65,07701874;83,99964441;612,2383198;3,15251923;7,2199;48,62745285;81;165;2644;43,90000153;18;17,3442;9,335105896;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-1,2999878;66,20291901;83,33536346;608,90947;1,12590027;7,1458;52,94117737;81;142;2121;23,20000076;18;17,3442;9,351037979;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-1,3000488;68,00435638;82,70485936;603,9089937;1,80143737;7,0834;85,49019623;81;207;2226;38,63999939;15;17,3828;9,383831024;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-1,2000122;71,6072464;82,15316843;597,4806233;3,60289002;6,9898;72,54901886;81;203;2226;48,90000153;18;17,2939;9,416369438;SmoothCondition;LowCongestionCondition;EvenPaceStyle
1;74,53457642;81,67653726;590,7735421;2,92733002;7,0444;19,6078434;82;162;2320;44,49000168;18;17,2978;9,443713188;SmoothCondition;LowCongestionCondition;EvenPaceStyle
1,9000244;74,30940247;81,2111653;584,3119298;-0,22517395;7,0911;1,960784316;82;128;2302;28,37000084;17;17,2862;9,458897591;SmoothCondition;LowCongestionCondition;EvenPaceStyle
2,0999756;76,78637695;80,78332323;576,807091;2,47697448;7,1418;1,176470637;82;123;2249;28,07999992;15;17,2901;9,474738121;SmoothCondition;LowCongestionCondition;EvenPaceStyle
2;75,66047668;80,33671614;569,0872958;-1,12590027;7,2391;0;82;119;2181;26,29999924;15;17,2167;9,500847816;SmoothCondition;LowCongestionCondition;EvenPaceStyle
1,2000122;70,48134613;79,75500126;559,7558784;-5,17913055;7,3092;0;82;117;2066;25,64999962;15;17,1434;9,553050995;SmoothCondition;LowCongestionCondition;EvenPaceStyle
0,7000122;65,07701874;79,08321425;551,815327;-5,40432739;7,496;0;82;115;2066;23,70999908;15;17,0971;9,621086121;SmoothCondition;LowCongestionCondition;EvenPaceStyle
0,8999634;115,29216;114,1324793;8,430650167;0;7,5626;9,019607544;84;119;2249;21,03000069;14;17,3706;10,12609959;SmoothCondition;LowCongestionCondition;EvenPaceStyle
1;113,2655411;114,1474915;8,390199695;-2,0266189;7,5899;50,98039246;84;143;2231;31,78000069;15;17,3629;10,10368443;SmoothCondition;LowCongestionCondition;EvenPaceStyle
1,4000244;111,4640961;114,1324795;8,458151441;-1,801445;7,5977;61,96078491;84;174;2234;38,61999893;16;17,3282;10,10001564;SmoothCondition;LowCongestionCondition;EvenPaceStyle
2,2000122;111,9144516;114,1287263;8,474209009;0,4503555;7,5899;66,27451324;84;190;2240;37,56000137;17;17,3359;10,09855461;SmoothCondition;LowCongestionCondition;EvenPaceStyle
2,6000366;112,1396408;114,1287263;8,474209009;0,2251892;7,5197;65,49019623;84;182;2250;35,72000122;17;17,2471;10,10331917;SmoothCondition;LowCongestionCondition;EvenPaceStyle
3;112,3648148;114,1474913;8,385043653;0,225174;7,5353;69,41176605;84;178;2251;39,61000061;17;17,3319;10,10937977;SmoothCondition;LowCongestionCondition;EvenPaceStyle
3,4000244;112,3648148;114,2037862;7,984338111;0;7,438;68,62744904;84;173;2261;38,33000183;17;17,3473;10,10139084;SmoothCondition;LowCongestionCondition;EvenPaceStyle
4;112,5899963;114,2901052;7,238802332;0,2251815;7,4185;67,45098114;84;170;2266;39,00999832;17;17,49;10,10270023;SmoothCondition;LowCongestionCondition;EvenPaceStyle
3,9000244;113,0403519;114,3839301;6,454220257;0,4503556;7,2626;67,05882263;84;169;2265;38,38000107;17;17,2547;10,11261749;SmoothCondition;LowCongestionCondition;EvenPaceStyle
4,4000244;113,0403519;114,462743;5,853526011;0;7,2471;63,52941132;84;167;2268;37,52999878;16;17,2393;10,10259724;SmoothCondition;LowCongestionCondition;EvenPaceStyle
4,5;112,8151779;114,537803;5,252502025;-0,225174;7,2821;52,15686417;84;157;2264;36,25;16;17,2547;10,08372021;SmoothCondition;LowCongestionCondition;EvenPaceStyle
4,2999878;112,8151779;114,60911;4,68724473;0;7,2665;64,31372833;84;162;2267;37,50999832;16;17,2122;10,06922436;SmoothCondition;LowCongestionCondition;EvenPaceStyle
3,5;112,8151779;114,650393;4,430892644;0;7,2782;63,92156982;84;165;2269;36,97000122;16;17,2045;10,05207539;SmoothCondition;LowCongestionCondition;EvenPaceStyle
3,7999878;113,0403519;114,695429;4,157595921;0,225174;7,2081;45,88235474;84;151;2262;29,23999977;16;17,1776;10,02427197;SmoothCondition;LowCongestionCondition;EvenPaceStyle
3,9000244;112,5899963;114,7066881;4,101518049;-0,4503556;7,2549;50,58823776;84;142;2242;22,96999931;15;17,1313;9,979989052;SmoothCondition;LowCongestionCondition;EvenPaceStyle
3,5;111,6892776;114,687923;4,194837162;-0,9007187;7,325;24,31372643;84;124;2227;15,39999962;13;17,1352;9,898593903;SmoothCondition;LowCongestionCondition;EvenPaceStyle
3,1000366;110,1130219;114,6316282;4,522062019;-1,5762557;7,403;26,66666794;84;120;2197;20,94000053;14;17,1275;9,849507332;SmoothCondition;LowCongestionCondition;EvenPaceStyle
3,0999756;108,5367584;114,5378033;5,139056525;-1,5762635;7,4419;11,37254906;84;117;2157;15,98999977;14;17,1236;9,779630661;SmoothCondition;LowCongestionCondition;EvenPaceStyle
2,5999756;108,5367584;114,4327193;5,736642438;0;7,403;37,25490189;84;124;2141;22,79999924;15;17,1005;9,744083405;SmoothCondition;LowCongestionCondition;EvenPaceStyle
2,9000244;106,0597763;114,2788462;6,888285164;-2,4769821;7,3329;48,62745285;84;140;2122;30,09000015;16;17,1854;9,727073669;SmoothCondition;LowCongestionCondition;EvenPaceStyle
3,1000366;105,8346024;114,1137143;8,032807426;-0,2251739;7,2939;56,86274719;84;166;2110;20,39999962;16;17,0195;9,685084343;SmoothCondition;LowCongestionCondition;EvenPaceStyle
3,5;104,7087021;113,9223115;9,421506751;-1,1259003;7,3874;10,58823586;83;125;2083;14,64999962;15;17,0156;9,61475563;SmoothCondition;LowCongestionCondition;EvenPaceStyle
3,0999756;103,1324463;113,7046378;11,25918199;-1,5762558;7,4264;30,98039246;83;116;2064;22,44000053;14;17,0658;9,577043533;SmoothCondition;LowCongestionCondition;EvenPaceStyle
3,2000122;102,23172;113,4719519;13,33016462;-0,9007263;7,4381;53,33333588;83;148;2057;31,11000061;16;17,0928;9,561545372;SmoothCondition;LowCongestionCondition;EvenPaceStyle
3,5;102,4569016;113,2317599;15,13243211;0,2251816;7,4264;77,2549057;83;185;2066;49,61000061;16;17,1624;9,571009636;SmoothCondition;LowCongestionCondition;EvenPaceStyle
3,2999878;102,4569016;112,9915679;16,81735951;0;7,3718;100;83;250;2096;49,49000168;16;17,1624;9,583503723;SmoothCondition;LowCongestionCondition;EvenPaceStyle
3,7999878;105,3842392;112,7851529;17,36803543;2,9273376;7,3406;100;83;224;2144;49,49000168;18;17,2008;9,583503723;SmoothCondition;LowCongestionCondition;EvenPaceStyle
3,7999878;105,3842392;112,589997;17,94304694;0;7,2315;100;83;221;2171;48,13999939;18;17,1277;9,611336708;SmoothCondition;LowCongestionCondition;EvenPaceStyle
3,5999756;107,1856766;112,4286179;18,10133765;1,8014374;7,2198;100;84;224;2208;48,90999985;18;17,2783;9,640153885;SmoothCondition;LowCongestionCondition;EvenPaceStyle
4,2999878;110,1130219;112,323534;17,9112332;2,9273453;7,1496;100;84;229;2245;50,45000076;17;17,2667;9,665398598;SmoothCondition;LowCongestionCondition;EvenPaceStyle
3,9000244;110,1130219;112,237215;17,8371072;0;7,1262;100;84;232;2268;52;17;17,3091;9,70223999;SmoothCondition;LowCongestionCondition;EvenPaceStyle
4,1000366;110,5633774;112,1771671;17,81785641;0,4503555;7,1301;100;84;233;2297;53,66999817;17;17,3862;9,752402306;SmoothCondition;LowCongestionCondition;EvenPaceStyle
4,0999756;112,5899963;112,1734141;17,81383141;2,0266189;7,095;97,2549057;85;221;2321;51,31999969;17;17,417;9,80115509;SmoothCondition;LowCongestionCondition;EvenPaceStyle
5,0999756;114,8417969;112,2222032;17,93095654;2,2518006;7,1145;79,21569061;85;199;2321;48,56999969;17;17,4593;9,846568108;SmoothCondition;LowCongestionCondition;EvenPaceStyle
5,7999878;115,7425156;112,2747452;18,1359004;0,9007187;7,0599;64,31372833;85;176;2324;41,84999847;16;17,4555;9,883758545;SmoothCondition;LowCongestionCondition;EvenPaceStyle
5,6000366;115,29216;112,3197812;18,28647183;-0,4503556;7,056;58,03921509;85;161;2305;38,36999893;16;17,4902;9,894608498;SmoothCondition;LowCongestionCondition;EvenPaceStyle
6,3000488;114,8417969;112,3573113;18,39160804;-0,4503631;7,0638;39,2156868;86;148;2301;32,79000092;15;17,5557;9,894906998;SmoothCondition;LowCongestionCondition;EvenPaceStyle
6,0999756;113,490715;112,3723232;18,41223415;-1,3510819;6,9859;44,70588303;86;146;2277;30,45000076;15;17,4862;9,892063141;SmoothCondition;LowCongestionCondition;EvenPaceStyle
5,5999756;112,5899963;112,3573113;18,39160804;-0,9007187;7,0287;45,49019623;86;149;2259;31,42000008;14;17,4708;9,89303875;SmoothCondition;LowCongestionCondition;EvenPaceStyle
6,0999756;111,9144516;112,3347931;18,38043549;-0,6755447;7,0521;32,15686417;86;149;2236;23,46999931;14;17,4245;9,877230644;SmoothCondition;LowCongestionCondition;EvenPaceStyle
6,2000122;110,1130219;112,2747452;18,42810456;-1,8014297;7,1183;30,19607925;86;129;2214;19,37000084;14;17,6788;9,847765923;SmoothCondition;LowCongestionCondition;EvenPaceStyle
6,6000366;108,5367584;112,1546492;18,44643899;-1,5762635;7,0599;26,27450943;86;121;2185;21,12999916;14;17,6209;9,826781273;SmoothCondition;LowCongestionCondition;EvenPaceStyle
5,1000366;108,5367584;112,0120352;18,23416102;0;7,1339;20,7843132;85;121;2151;16,52000046;14;17,6016;9,785183907;SmoothCondition;LowCongestionCondition;EvenPaceStyle
5,2999878;105,3842392;111,8056203;18,37360274;-3,1525192;7,1924;0;85;110;2112;16,21999931;14;17,5167;9,745182991;SmoothCondition;LowCongestionCondition;EvenPaceStyle
0;60,57342148;61,98079357;109,5003165;-1,5762558;7,6096;12,15686321;81;106;1890;12,98999977;15;17,1125;9,459590912;SmoothCondition;LowCongestionCondition;EvenPaceStyle
0,1000366;60,79859924;62,03333556;109,2027268;0,22517776;7,6096;20;81;107;1889;13,22999954;15;17,0624;9,448937416;SmoothCondition;LowCongestionCondition;EvenPaceStyle
0,2000122;60,12305832;62,05585353;109,0837826;-0,67554092;7,5979;23,13725471;81;107;1893;12,78999996;14;17,0662;9,439699173;SmoothCondition;LowCongestionCondition;EvenPaceStyle
0,9000244;60,34823608;62,06711248;109,0368153;0,22517776;7,5707;22,74509811;81;108;1889;13,60000038;15;17,0971;9,432744026;SmoothCondition;LowCongestionCondition;EvenPaceStyle
1,2999878;59,89787674;62,06335945;109,0524999;-0,45035934;7,5824;23,92156982;81;108;1904;12,97000027;15;17,3086;9,421323776;SmoothCondition;LowCongestionCondition;EvenPaceStyle
2,2000122;60,12305832;62,03333543;109,115066;0,22518158;7,6213;6,274509907;81;105;1904;12,72000027;15;17,2469;9,411691666;SmoothCondition;LowCongestionCondition;EvenPaceStyle
3,2999878;59,67269897;61,94326344;109,0442494;-0,45035935;7,6408;0;81;109;1887;18,29999924;16;17,2044;9,42388916;SmoothCondition;LowCongestionCondition;EvenPaceStyle
2,5999756;58,77198029;61,81941446;108,8915724;-0,90071868;7,6174;17,64705849;81;108;1845;14,46000004;17;17,2121;9,436071396;SmoothCondition;LowCongestionCondition;EvenPaceStyle
2,2000122;59,22233582;61,67304745;108,3357404;0,45035553;7,6018;9,019607544;81;105;1842;12,80000019;15;17,1581;9,434657097;SmoothCondition;LowCongestionCondition;EvenPaceStyle
0,5;58,09643555;61,44786727;106,8283078;-1,12590027;7,6018;0;81;107;1830;17,12000084;15;17,135;9,445506096;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-0,5;57,42089844;61,1626393;104,1176844;-0,67553711;7,6914;0;80;107;1776;18,43000031;17;17,2159;9,46189785;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-0,7000122;54,71873856;60,83612824;101,783615;-2,70215988;7,6759;2,352941275;80;109;1734;18,84000015;17;17,2198;9,473625183;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-0,3000488;53,81801987;60,45332228;98,15736058;-0,90071869;7,6447;14,90196133;80;109;1687;17,89999962;17;17,2583;9,49047184;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-0,0999756;53,36766052;60,08177535;94,94831364;-0,45035935;7,6213;11,37254906;80;105;1665;12,11999989;16;17,2198;9,488097191;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-0,2000122;53,36766052;59,79654725;93,79656722;0;7,6213;15,29411793;80;105;1667;11,10999966;14;17,1967;9,505788803;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-1,6999512;52,24176025;59,58262628;94,24479937;-1,12590027;7,6524;19,2156868;80;104;1640;11,93000031;14;17,189;9,512104988;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-1,3999634;52,24176025;59,46628335;95,14219537;0;7,7615;0;80;104;1637;15,52000046;15;17,189;9,522521019;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-1,5;51,56622314;59,44001242;95,52150113;-0,67553711;7,8432;0;79;106;1536;14,97000027;16;17,1697;9,517049789;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-1,7999878;44,36046219;59,4062355;96,48667516;-7,20576095;7,8705;0;79;106;1414;14,57999992;15;17,2198;9,508025169;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-1,4000244;41,43312073;59,42124755;95,9239226;-2,92734146;7,851;45,88235474;79;107;1321;14,11999989;16;17,3202;9,502795219;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-1,2000122;41,43312073;59,47754256;93,66771868;0;7,7458;71,37255096;79;109;1310;15,09000015;15;17,3588;9,503943443;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-1,5;43,00937653;59,56386153;90,31428909;1,5762558;7,738;71,37255096;79;118;1362;16,96999931;16;17,4359;9,50769043;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-1,7000122;43,68492126;59,67645156;85,89169114;0,67554473;7,6639;70,98039246;79;124;1425;18,07999992;16;17,4166;9,511674881;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-1,7000122;46,16189957;59,80405356;81,37421342;2,47697831;7,6444;68,23529816;79;130;1482;19,37000084;17;17,4552;9,515611649;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-0,8000488;49,31441879;59,93916156;77,35932725;3,15251922;7,5898;61,17647171;79;134;1541;20,90999985;17;17,2399;9,51697731;SmoothCondition;LowCongestionCondition;EvenPaceStyle
0,1999512;51,79140091;60,05175158;74,70714365;2,47698212;7,547;61,17647171;79;139;1605;22,40999985;17;17,2669;9,518063545;SmoothCondition;LowCongestionCondition;EvenPaceStyle
0,6999512;51,11585999;60,1080466;73,48740556;-0,67554092;7,5509;5,09803915;79;123;1601;16,37000084;15;17,2708;9,507126808;SmoothCondition;LowCongestionCondition;EvenPaceStyle
2;49,53959656;60,09303455;73,79611164;-1,57626343;7,5703;0;80;112;1557;15,35000038;16;17,1705;9,496085167;SmoothCondition;LowCongestionCondition;EvenPaceStyle
3;47,96333694;60,01046848;75,41016902;-1,57625962;7,6327;0;80;110;1486;16,22999954;15;17,1125;9,4915905;SmoothCondition;LowCongestionCondition;EvenPaceStyle
3;45,0359993;59,84533647;78,7479436;-2,92733764;7,695;0;80;109;1382;14,82999992;15;16,9889;9,48696804;SmoothCondition;LowCongestionCondition;EvenPaceStyle
2,7000122;42,10865784;59,58262647;83,94373665;-2,92734146;7,7417;0;80;108;1292;13,31000042;15;16,8578;9,480806351;SmoothCondition;LowCongestionCondition;EvenPaceStyle
2,5;38,05541992;59,2148325;91,65580802;-4,05323792;7,9323;0;80;106;1140;10,96000004;14;16,6955;9,473459244;SmoothCondition;LowCongestionCondition;EvenPaceStyle
2,5999756;30,84966087;58,72694254;105,0367553;-7,20575905;8,0919;18,8235302;80;105;1241;10,77000046;14;16,572;9,470746994;SmoothCondition;LowCongestionCondition;EvenPaceStyle
2,7000122;24,09425926;58,07016748;124,5410296;-6,75540161;8,2671;18,8235302;80;104;939;6,78000021;13;16,4871;9,458749771;SmoothCondition;LowCongestionCondition;EvenPaceStyle
2;16,66331863;57,28203748;152,3829383;-7,43094063;8,2671;21,96078491;80;102;885;7,800000191;13;16,3557;9,463356018;SmoothCondition;LowCongestionCondition;EvenPaceStyle
1,9000244;15,08705902;56,46763649;181,1311523;-1,57625961;8,1151;19,2156868;80;102;1054;7,849999905;13;16,2978;9,474908829;SmoothCondition;LowCongestionCondition;EvenPaceStyle
1,5;14,18633938;55,60819955;209,2189565;-0,90071964;7,8423;36,47058868;80;102;1006;11,10000038;14;16,2592;9,495223045;SmoothCondition;LowCongestionCondition;EvenPaceStyle
1,2000122;19,36548042;54,80505767;228,4076089;5,17914104;7,7177;71,76470947;80;108;1243;14,59000015;15;16,3016;9,51764679;SmoothCondition;LowCongestionCondition;EvenPaceStyle
1,2000122;19,36548042;53,97939776;245,63219;0;7,6475;14,90196133;80;112;1342;14,02999973;16;16,3787;9,55147934;SmoothCondition;LowCongestionCondition;EvenPaceStyle
2,6000366;18,6899395;53,13497278;262,0074448;-0,67554092;7,628;34,11764908;80;108;1322;9,880000114;16;16,4326;9,602276802;SmoothCondition;LowCongestionCondition;EvenPaceStyle
3,4000244;20,94173813;52,31681883;274,0543414;2,25179863;7,6007;50,98039246;80;108;1469;17,26000023;16;16,5211;9,641249657;SmoothCondition;LowCongestionCondition;EvenPaceStyle
3,9000244;21,1669178;51,49491169;284,2210262;0,22517967;7,5695;41,17647171;80;126;1738;23,95000076;18;16,444;9,680976868;SmoothCondition;LowCongestionCondition;EvenPaceStyle
3,9000244;24,99497986;50,72554663;288,9691263;3,82806206;7,6748;22,74509811;80;138;1914;18,45000076;18;16,5057;9,712495804;SmoothCondition;LowCongestionCondition;EvenPaceStyle
3,8000488;27,02159882;49,98995856;290,8669608;2,02661896;7,7956;10,58823586;80;124;2003;14,07999992;17;16,5404;9,734101295;SmoothCondition;LowCongestionCondition;EvenPaceStyle
8,39996338;10,5834589;;;2,702158927;-0,39;29,41176605;35;101;1844;14,25;22;0,242;51,09474945;SmoothCondition;LowCongestionCondition;EvenPaceStyle
8,69995118;12,15971947;;;1,57626057;-0,398;23,52941132;36;101;1924;14,80000019;21;0,234;48,23196411;SmoothCondition;LowCongestionCondition;EvenPaceStyle
10,5;13,28561974;;;1,12590027;-0,426;21,96078491;36;102;1895;14,98999977;22;0,199;46,47955704;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-2,5;13,73598003;;;0,45036029;-0,41;19,6078434;36;102;1784;13,93000031;21;0,184;44,74200058;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-2,89996338;13,28561974;;;-0,45036029;-0,402;19,6078434;36;101;1670;13,36999989;20;0,164;43,70563889;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-3,2999878;12,15971947;;;-1,12590027;-0,465;22,35294151;36;100;1613;12,05000019;20;0,195;42,82535934;SmoothCondition;LowCongestionCondition;EvenPaceStyle
0,30004882;11,70935917;;;-0,4503603;-0,527;31,37254906;36;100;1770;14,59000015;20;0,301;42,57643127;SmoothCondition;LowCongestionCondition;EvenPaceStyle
0,89996338;12,61007977;;;0,9007206;-0,59;30,58823586;36;103;2021;18,39999962;21;0,254;42,65155792;SmoothCondition;LowCongestionCondition;EvenPaceStyle
1,59997558;12,61007977;;;0;-0,609;28,23529434;36;107;2172;19,48999977;22;0,227;42,6782341;SmoothCondition;LowCongestionCondition;EvenPaceStyle
1,10003662;12,83525944;;;0,22517967;-0,719;20;36;102;1147;12,43999958;19;0,316;40,76065826;SmoothCondition;LowCongestionCondition;EvenPaceStyle
0,2000122;14,41152;;;1,57626056;-0,765;67,84313965;36;104;1417;15,75;20;0,355;39,48200226;SmoothCondition;LowCongestionCondition;AggressiveStyle
-1,60003662;17,56403732;;;3,15251732;-0,742;38,4313736;37;106;1535;12,09000015;21;0,371;37,00234604;SmoothCondition;LowCongestionCondition;AggressiveStyle
-1,5;21,1669178;;;3,60288048;-0,801;33,72549057;37;102;1569;12,46000004;19;0,391;34,99695206;SmoothCondition;LowCongestionCondition;AggressiveStyle
-1;22,29281998;;;1,12590218;-0,836;32,94117737;37;101;1637;12,97000027;19;0,453;33,37412643;SmoothCondition;LowCongestionCondition;AggressiveStyle
-0,39996338;22,9683609;;;0,67554092;-0,793;30,98039246;37;102;1685;12,98999977;20;0,394;31,92381287;SmoothCondition;LowCongestionCondition;EvenPaceStyle
0;23,64389992;;;0,67553902;-0,676;20;37;101;1633;13,73999977;19;0,328;30,97185516;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-0,5;22,51799965;;;-1,12590027;-0,523;0;37;100;1445;13,31000042;20;0,215;30,2845974;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-0,5;19,81583786;;;-2,70216179;-0,234;0;38;100;1040;5,579999924;20;0,0586;28,00839233;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-0,10003662;15,31223869;;;-4,50359917;-0,41;23,52941132;38;99;924;6,46999979;17;-0,18;27,6382122;SmoothCondition;LowCongestionCondition;EvenPaceStyle
0,5;9,90791893;;;-5,40431976;-0,527;26,27450943;38;99;938;6,929999828;17;-0,176;27,67964935;SmoothCondition;LowCongestionCondition;EvenPaceStyle
0,60003662;8,782018661;;;-1,125900269;-0,594;60;38;98;1376;15,11999989;20;-0,133;28,24702454;SmoothCondition;LowCongestionCondition;EvenPaceStyle
0,60003662;10,35828018;;;1,576261519;-0,637;39,2156868;38;104;1810;18,59000015;22;-0,0976;28,74345016;SmoothCondition;LowCongestionCondition;EvenPaceStyle
0,59997558;12,15971947;;;1,80143929;-0,625;27,05882454;38;108;2071;18,15999985;22;0,0157;29,04748917;SmoothCondition;LowCongestionCondition;EvenPaceStyle
0,5;14,41152;;;2,25180053;-0,641;23,92156982;38;107;2082;17,89999962;22;0,0352;29,32448959;SmoothCondition;LowCongestionCondition;EvenPaceStyle
0,2999878;14,63669968;;;0,22517968;-0,644;20;38;106;2001;16,31999969;21;0,0352;29,56907845;SmoothCondition;LowCongestionCondition;EvenPaceStyle
0,40002441;13,96115971;;;-0,67553997;-0,566;14,50980377;38;103;1768;14,10000038;21;-0,0156;29,74380684;SmoothCondition;LowCongestionCondition;EvenPaceStyle
0,10003662;12,61007977;;;-1,35107994;-0,656;14,90196133;38;101;1527;11,27999973;19;-0,266;29,86283302;SmoothCondition;LowCongestionCondition;EvenPaceStyle
0,20001221;10,5834589;;;-2,02662087;-0,644;24,70588303;38;99;1414;9,470000267;18;-0,332;29,99635124;SmoothCondition;LowCongestionCondition;EvenPaceStyle
0,2999878;9,90791893;;;-0,67553997;-0,617;21,96078491;38;99;1443;11,35000038;18;-0,297;30,18056679;SmoothCondition;LowCongestionCondition;EvenPaceStyle
0,2999878;10,5834589;;;0,67553997;-0,422;23,52941132;39;99;1530;11,22999954;19;-0,344;30,3483181;SmoothCondition;LowCongestionCondition;EvenPaceStyle
0;10,5834589;;;0;-0,375;21,96078491;39;99;1405;10,06999969;19;-0,414;30,42599869;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-0,09997558;10,13309956;;;-0,45035934;-0,355;21,56862831;39;99;1248;10,78999996;19;-0,473;30,62433815;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-0,40002441;9,007200241;;;-1,125899319;-0,238;14,11764717;39;99;1001;6,21999979;19;-0,535;30,59011459;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-0,2999878;6,980579853;;;-2,026620388;-0,152;25,49019623;39;99;902;6,099999905;17;-0,621;30,7864666;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-0,09997559;5,854679585;;;-1,125900268;-0,254;28,23529434;39;99;902;5,75;17;-0,562;31,06755829;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-0,10003662;4,953959465;;;-0,90072012;-0,375;54,90196228;39;98;1119;12,28999996;17;-0,492;31,433218;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-0,70001221;8,331659317;;;3,377699852;-0,469;43,13725662;39;101;1587;12,85000038;20;-0,418;31,57719612;SmoothCondition;LowCongestionCondition;AggressiveStyle
-1,09997559;10,35828018;;;2,026620863;-0,648;31,37254906;39;102;1525;10,96000004;21;-0,312;31,47845459;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-1,90002442;12,61007977;;;2,25179959;-0,461;34,50980377;39;100;967;7,96999979;18;-0,0625;31,0798645;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-2,60003662;13,73598003;;;1,12590026;-0,297;42,74509811;39;99;1080;7,840000153;18;-0,0664;30,52705765;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-2,70001221;15,53741932;;;1,80143929;-0,246;30,98039246;39;99;1136;7,650000095;18;-0,129;29,90943336;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-2,70001221;15,98777962;;;0,4503603;-0,219;48,62745285;39;99;1223;10,64000034;20;-0,184;29,6235199;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-2,7000122;17,33885956;;;1,35107994;-0,285;38,4313736;39;100;1294;11,36999989;20;-0,234;29,36295891;SmoothCondition;LowCongestionCondition;EvenPaceStyle
-2,90002441;18,23958015;;;0,90072059;-0,352;51,76470566;40;100;1416;13,89000034;20;-0,199;29,19416618;SmoothCondition;LowCongestionCondition;EvenPaceStyle
3,7000122;26,12088013;49,23560561;292,1884543;-0,90071869;7,8424;9,411765099;80;113;1947;13,27999973;15;16,5173;9,751473427;SmoothCondition;LowCongestionCondition;EvenPaceStyle
3,5;24,54461861;48,48875861;295,0930365;-1,57626152;7,9125;1,176470637;80;108;1797;15,52000046;15;16,5404;9,775564194;SmoothCondition;LowCongestionCondition;EvenPaceStyle
2,7999878;23,86907959;47,73065263;297,4019652;-0,67553902;7,9943;0;80;109;1627;16,46999931;17;16,5674;9,795676231;SmoothCondition;LowCongestionCondition;EvenPaceStyle
3;19,81583786;46,8974867;301,6439161;-4,05324173;8,0488;0;80;109;1371;12,40999985;15;16,579;9,809306145;SmoothCondition;LowCongestionCondition;EvenPaceStyle
2,1999512;16,21295929;46,00051977;307,7135592;-3,60287857;8,0644;16,86274529;80;106;1016;10,57999992;14;16,5751;9,826365471;SmoothCondition;LowCongestionCondition;EvenPaceStyle
2;11,48418045;45,02473985;317,1506117;-4,72877884;8,076;16,86274529;80;104;954;6,28000021;13;16,6602;9,841488838;SmoothCondition;LowCongestionCondition;EvenPaceStyle
1,5;5,854679585;43,95888795;331,5918079;-5,629500865;7,9202;23,13725471;80;102;839;7,050000191;13;16,7451;9,870547295;SmoothCondition;LowCongestionCondition;EvenPaceStyle
0,5;4,053239822;42,85925903;345,8317398;-1,801439763;7,7101;30,19607925;80;102;826;7,940000057;13;16,8958;9,903621674;SmoothCondition;LowCongestionCondition;EvenPaceStyle
0,0999756;3,602880001;41,75963003;358,6195557;-0,450359821;7,6245;21,56862831;80;102;938;6,570000172;14;16,9538;9,933501244;SmoothCondition;LowCongestionCondition;AggressiveStyle
-0,1000366;0;40,61871804;374,7744385;-3,602880001;7,4572;25,09803963;80;101;853;6,690000057;13;17,0117;9,933501244;SmoothCondition;LowCongestionCondition;AggressiveStyle
